Number	Text	Original text in English (This column is ignored during the import)
500418	Este artigo é da prima importada, provavelmente comprado em uma loja, e não render muito metal.	This item is of imported material, probably bought at a store, and does not yield much metal.
500419	Algum metal parece ter perdido a sua cor devido ao calor.	Some metal seems to have lost its color due to the heat.
500420	Você não está perto de uma forja.	You are not near a forge.
500421	Você não pode usar isso.	You cannot use that.
500422	Você não pode trabalhar sobre esse item.	You can't work on that item.
500423	Que já está em reparação integral.	That is already in full repair.
500424	Você destruiu o item.	You destroyed the item.
500425	Você reparar o item.	You repair the item.
500426	Você não pode consertar isso.	You can't repair that.
500427	Você não pode smith esse item!	You cannot smith that item!
500428	Este metal estranho está além de sua capacidade - você não tem idéia como trabalhar isso!	This strange metal is beyond your capability--you have no idea how to work it!
500429	Você não pode derreter algo que está sendo usado ou detido.	You cannot melt something that is being worn or held.
500430	Você se sente compelido a não destruir este escudo.	You feel compelled to not destroy this shield.
500431	Você só pode derreter os itens que estão em sua mochila.	You may only melt items which are in your backpack.
500432	Você só pode derreter os itens que estão em sua mochila.	You may only melt items which are in your backpack.
500433	Este item não pode ser derretido.	This item cannot be melted.
500434	Que está sendo usado por outra pessoa.	That is being used by someone else.
500435	Seleccione a sua escolha a partir do menu acima.	Select your choice from the menu above.
500436	Selecione o item de reparar.	Select item to repair.
500437	Selecione o item que deseja a derreter.	Select the item you wish to melt.
500438	Alvo o metal que você gostaria de usar.	Target the metal you would like to use.
500439	Não é de metal o suficiente lá para fazer esse item.	There is not enough metal there to make that item.
500440	Você não pode colocar o item em sua mochila! Construção parou.	You cannot place the item into your backpack! Construction stopped.
500441	Você perdeu algum metal.	You lost some metal.
500442	Você criar o item e colocá-lo em sua mochila.	You create the item and put it in your backpack.
500443	No processo de martelar a lâmina, você perde a cor característica do metal fonte.	In the process of hammering out the blade, you lose the distinctive color of the source metal.
500444	Devido a sua habilidade excepcional, é de qualidade é superior à média.	Due to your exceptional skill, it's quality is higher than average.
500445	Você estava mal capaz de fazer este item. Sua qualidade é abaixo da média.	You were barely able to make this item.  Its quality is below average.
500446	Isso está muito longe.	That is too far away.
500447	Que não é acessível.	That is not accessible.
500448	Que não é acessível.	That is not accessible.
500449	Este carneiro ainda não está pronto para ser tosquiado.	This sheep is not yet ready to be shorn.
500450	Você só pode pele criaturas mortas.	You can only skin dead creatures.
500451	Você não seria capaz de colocar a lã se reuniram em sua mochila!	You would not be able to place the gathered wool in your backpack!
500452	Você coloca a lã se reuniram em sua mochila.	You place the gathered wool into your backpack.
500453	As ovelhas agilmente escapa suas tentativas de pura sua lã.	The sheep nimbly escapes your attempts to sheer his wool.
500454	Que a madeira pertence a outra pessoa.	That wood belongs to someone else.
500455	Não há madeira suficiente aqui	There isn't enough wood here
500456	Você não pode preparar o peixe, ele pertence a outra pessoa.	You can't prepare that fish, it belongs to someone else.
500457	Você não pode colocar qualquer peixe em sua mochila!	You can't place any fish into your backpack!
500458	Você cortou o peixe em filés e colocá-los em sua mochila.	You cut the fish into steaks and put them in your backpack.
500459	Como você é um (co) proprietário da casa, você pode destruir o mobiliário móvel dentro.	Since you are a (co)owner of the house, you can destroy the movable furniture within.
500460	Você só pode cortar o seu próprio cofre	You can only chop your own strongbox
500461	Você destruir o item.	You destroy the item.
500462	Você não pode destruir que, embora seja aqui.	You can't destroy that while it is here.
500463	Você vai precisar de um machado de algum tipo para destruir esta.	You will need an axe of some sort to destroy this.
500464	Use isso em cadáveres para esculpir carne e esconder.	Use this on corpses to carve away meat and hide.
500465	Você não tem qualquer lugar para levar a carne. Você deixa a carne sobre o cadáver.	You don't have anywhere to carry the meat. You leave the meat on the corpse.
500466	Você esculpir um pouco de carne.	You carve away some meat.
500467	Você esculpir um pouco de carne, que permanece sobre o cadáver.	You carve some meat, which remains on the corpse.
500468	Não há nenhuma carne utilizáveis ​​no cadáver.	There's no usable meat on the corpse.
500469	Você não tem qualquer lugar para levar as peles. Você deixá-los sobre o cadáver.	You don't have anywhere to carry the hides.  You leave them on the corpse.
500470	-Lhe a pele do cadáver e obter a esconder.	You skin the corpse and get the hide.
500471	-Lhe a pele, e as peles estão agora no cadáver.	You skin it, and the hides are now in the corpse.
500472	A pele não parece útil.	The hide does not seem useful.
500473	Você não tem qualquer lugar para levar as peles. Você deixá-los sobre o cadáver.	You don't have anywhere to carry the furs.  You leave them on the corpse.
500474	-Lhe a pele do cadáver e obter a pele.	You skin the corpse and get the fur.
500475	-Lhe a pele do cadáver e obter a pele. Ele está agora no cadáver.	You skin the corpse and get the fur. It is now in the corpse.
500476	A pele não parece útil.	The fur does not seem useful.
500477	Você não tem qualquer lugar para realizar as penas. Você deixá-los sobre o cadáver.	You don't have anywhere to carry the feathers.  You leave them on the corpse.
500478	Você arranca o pássaro e obter as penas.	You pluck the bird and get the feathers.
500479	Você arranca o pássaro. As penas são agora sobre o cadáver.	You pluck the bird. The feathers are now on the corpse.
500480	Você não vê quaisquer penas utilizáveis.	You don't see any usable feathers.
500481	Você não tem qualquer lugar para levar a lã. Você deixa a lã sobre o cadáver.	You don't have anywhere to carry the wool.  You leave the wool on the corpse.
500482	Você cortar o cadáver e obter a lã.	You shear the corpse and get the wool.
500483	Você tosquiar-lo, e a lã é agora o cadáver.	You shear it, and the wool is now on the corpse.
500484	Tosquia o cadáver parece ser um desperdício de tempo.	Shearing the corpse seems to be a waste of time.
500485	Você vê nada de útil para esculpir a partir do cadáver.	You see nothing useful to carve from the corpse.
500486	Isso está muito longe.	That is too far away.
500487	O machado deve ser equipado para qualquer corte de madeira sério.	The axe must be equipped for any serious wood chopping.
500488	Não há madeira suficiente aqui para colheita.	There's not enough wood here to harvest.
500489	Você não pode usar um machado sobre isso.	You can't use an axe on that.
500490	Você não pode colocar qualquer gravetos em sua mochila!	You can't place any kindling into your backpack!
500491	Você colocar um pouco de lenha em sua mochila.	You put some kindling into your backpack.
500492	Um machado provavelmente você obtenha mais madeira.	An axe would probably get you more wood.
500493	Não há madeira suficiente aqui para colheita.	There's not enough wood here to harvest.
500494	Você não pode usar um item de lâmina sobre isso.	You can't use a bladed item on that.
500495	Você cortar a árvore por um tempo, mas não conseguem produzir toda a madeira utilizável.	You hack at the tree for a while, but fail to produce any useable wood.
500496	Você cortar a árvore por um tempo, mas não conseguem produzir toda a madeira utilizável.	You hack at the tree for a while, but fail to produce any useable wood.
500497	Você não pode colocar toda a madeira em sua mochila!	You can't place any wood into your backpack!
500498	Você colocar a lenha em sua mochila.	You put some logs into your backpack.
500499	Você quebrou o seu machado.	You broke your axe.
500500	Você não tem espaço suficiente para o item em sua mochila! Você parar de fazer o item.	You do not have enough room for the item in your backpack! You stop making the item.
500501	Devido a sua habilidade excepcional, a sua qualidade é superior à média.	Due to your exceptional skill, its quality is higher than average.
500502	Você estava mal capaz de fazer este item. Sua qualidade é abaixo da média.	You were barely able to make this item. Its quality is below average.
500503	Continue cortando por um tempo e depois voltar para a pessoa que lhe deu essa tarefa.	Continue chopping for a while and then return to the person who gave you this task.
500504	Alvo não pode ser visto.	Target cannot be seen.
500505	Como um jovem jogador, você não pode lançar feitiços benéficos para os jogadores mais velhos.	As a young player, you may not cast beneficial spells onto older players.
500506	Qual item você deseja abençoar?	Which item do you wish to bless?
500507	Você só pode abençoar um item!	You can only bless an item!
500508	Você só pode abençoar os objetos que você está carregando.	You may only bless objects that you are carrying.
500509	Você não pode abençoar este objeto!	You can't bless this object!
